Time	Node	FaceId	FaceDescr	Type	Packets	Kilobytes	PacketRaw	KilobytesRaw
1	0	1	internal://	InInterests	0	0	0	0
1	0	1	internal://	OutInterests	0	0	0	0
1	0	1	internal://	InData	0	0	0	0
1	0	1	internal://	OutData	0	0	0	0
1	0	1	internal://	InNacks	0	0	0	0
1	0	1	internal://	OutNacks	0	0	0	0
1	0	1	internal://	InSatisfiedInterests	0	0	0	0
1	0	1	internal://	InTimedOutInterests	0	0	0	0
1	0	1	internal://	OutSatisfiedInterests	1.6	0	2	0
1	0	1	internal://	OutTimedOutInterests	0	0	0	0
1	0	256	netdev://[00:00:00:00:00:01]	InInterests	8	0.203125	10	0.253906
1	0	256	netdev://[00:00:00:00:00:01]	OutInterests	8	0.203125	10	0.253906
1	0	256	netdev://[00:00:00:00:00:01]	InData	7.2	7.425	9	9.28125
1	0	256	netdev://[00:00:00:00:00:01]	OutData	0	0	0	0
1	0	256	netdev://[00:00:00:00:00:01]	InNacks	0	0	0	0
1	0	256	netdev://[00:00:00:00:00:01]	OutNacks	8	0.203125	10	0.253906
1	0	256	netdev://[00:00:00:00:00:01]	InSatisfiedInterests	0	0	0	0
1	0	256	netdev://[00:00:00:00:00:01]	InTimedOutInterests	0	0	0	0
1	0	256	netdev://[00:00:00:00:00:01]	OutSatisfiedInterests	7.2	0	9	0
1	0	256	netdev://[00:00:00:00:00:01]	OutTimedOutInterests	0	0	0	0
1	0	257	internal://	InInterests	0	0	0	0
1	0	257	internal://	OutInterests	0	0	0	0
1	0	257	internal://	InData	0	0	0	0
1	0	257	internal://	OutData	0	0	0	0
1	0	257	internal://	InNacks	0	0	0	0
1	0	257	internal://	OutNacks	0	0	0	0
1	0	257	internal://	InSatisfiedInterests	1.6	0	2	0
1	0	257	internal://	InTimedOutInterests	0	0	0	0
1	0	257	internal://	OutSatisfiedInterests	0	0	0	0
1	0	257	internal://	OutTimedOutInterests	0	0	0	0
1	0	258	appFace://	InInterests	8	0.203125	10	0.253906
1	0	258	appFace://	OutInterests	0	0	0	0
1	0	258	appFace://	InData	0	0	0	0
1	0	258	appFace://	OutData	7.2	7.425	9	9.28125
1	0	258	appFace://	InNacks	0	0	0	0
1	0	258	appFace://	OutNacks	0	0	0	0
1	0	258	appFace://	InSatisfiedInterests	7.2	0	9	0
1	0	258	appFace://	InTimedOutInterests	0	0	0	0
1	0	258	appFace://	OutSatisfiedInterests	0	0	0	0
1	0	258	appFace://	OutTimedOutInterests	0	0	0	0
1	0	-1	all	SatisfiedInterests	9.6	0	12	0
1	0	-1	all	TimedOutInterests	0	0	0	0
1	1	1	internal://	InInterests	0	0	0	0
1	1	1	internal://	OutInterests	0	0	0	0
1	1	1	internal://	InData	0	0	0	0
1	1	1	internal://	OutData	0	0	0	0
1	1	1	internal://	InNacks	0	0	0	0
1	1	1	internal://	OutNacks	0	0	0	0
1	1	1	internal://	InSatisfiedInterests	0	0	0	0
1	1	1	internal://	InTimedOutInterests	0	0	0	0
1	1	1	internal://	OutSatisfiedInterests	1.6	0	2	0
1	1	1	internal://	OutTimedOutInterests	0	0	0	0
1	1	256	netdev://[00:00:00:00:00:03]	InInterests	8	0.203125	10	0.253906
1	1	256	netdev://[00:00:00:00:00:03]	OutInterests	8	0.203125	10	0.253906
1	1	256	netdev://[00:00:00:00:00:03]	InData	7.2	7.425	9	9.28125
1	1	256	netdev://[00:00:00:00:00:03]	OutData	0	0	0	0
1	1	256	netdev://[00:00:00:00:00:03]	InNacks	0	0	0	0
1	1	256	netdev://[00:00:00:00:00:03]	OutNacks	8	0.203125	10	0.253906
1	1	256	netdev://[00:00:00:00:00:03]	InSatisfiedInterests	0	0	0	0
1	1	256	netdev://[00:00:00:00:00:03]	InTimedOutInterests	0	0	0	0
1	1	256	netdev://[00:00:00:00:00:03]	OutSatisfiedInterests	7.2	0	9	0
1	1	256	netdev://[00:00:00:00:00:03]	OutTimedOutInterests	0	0	0	0
1	1	257	internal://	InInterests	0	0	0	0
1	1	257	internal://	OutInterests	0	0	0	0
1	1	257	internal://	InData	0	0	0	0
1	1	257	internal://	OutData	0	0	0	0
1	1	257	internal://	InNacks	0	0	0	0
1	1	257	internal://	OutNacks	0	0	0	0
1	1	257	internal://	InSatisfiedInterests	1.6	0	2	0
1	1	257	internal://	InTimedOutInterests	0	0	0	0
1	1	257	internal://	OutSatisfiedInterests	0	0	0	0
1	1	257	internal://	OutTimedOutInterests	0	0	0	0
1	1	258	appFace://	InInterests	8	0.203125	10	0.253906
1	1	258	appFace://	OutInterests	0	0	0	0
1	1	258	appFace://	InData	0	0	0	0
1	1	258	appFace://	OutData	7.2	7.425	9	9.28125
1	1	258	appFace://	InNacks	0	0	0	0
1	1	258	appFace://	OutNacks	0	0	0	0
1	1	258	appFace://	InSatisfiedInterests	7.2	0	9	0
1	1	258	appFace://	InTimedOutInterests	0	0	0	0
1	1	258	appFace://	OutSatisfiedInterests	0	0	0	0
1	1	258	appFace://	OutTimedOutInterests	0	0	0	0
1	1	-1	all	SatisfiedInterests	9.6	0	12	0
1	1	-1	all	TimedOutInterests	0	0	0	0
1	2	1	internal://	InInterests	0	0	0	0
1	2	1	internal://	OutInterests	0	0	0	0
1	2	1	internal://	InData	0	0	0	0
1	2	1	internal://	OutData	0	0	0	0
1	2	1	internal://	InNacks	0	0	0	0
1	2	1	internal://	OutNacks	0	0	0	0
1	2	1	internal://	InSatisfiedInterests	0	0	0	0
1	2	1	internal://	InTimedOutInterests	0	0	0	0
1	2	1	internal://	OutSatisfiedInterests	1.6	0	2	0
1	2	1	internal://	OutTimedOutInterests	0	0	0	0
1	2	256	netdev://[00:00:00:00:00:02]	InInterests	8	0.203125	10	0.253906
1	2	256	netdev://[00:00:00:00:00:02]	OutInterests	8	0.203125	10	0.253906
1	2	256	netdev://[00:00:00:00:00:02]	InData	0	0	0	0
1	2	256	netdev://[00:00:00:00:00:02]	OutData	7.2	7.425	9	9.28125
1	2	256	netdev://[00:00:00:00:00:02]	InNacks	8	0.203125	10	0.253906
1	2	256	netdev://[00:00:00:00:00:02]	OutNacks	0	0	0	0
1	2	256	netdev://[00:00:00:00:00:02]	InSatisfiedInterests	7.2	0	9	0
1	2	256	netdev://[00:00:00:00:00:02]	InTimedOutInterests	0	0	0	0
1	2	256	netdev://[00:00:00:00:00:02]	OutSatisfiedInterests	7.2	0	9	0
1	2	256	netdev://[00:00:00:00:00:02]	OutTimedOutInterests	0	0	0	0
1	2	257	netdev://[00:00:00:00:00:04]	InInterests	8	0.203125	10	0.253906
1	2	257	netdev://[00:00:00:00:00:04]	OutInterests	8	0.203125	10	0.253906
1	2	257	netdev://[00:00:00:00:00:04]	InData	0	0	0	0
1	2	257	netdev://[00:00:00:00:00:04]	OutData	7.2	7.425	9	9.28125
1	2	257	netdev://[00:00:00:00:00:04]	InNacks	8	0.203125	10	0.253906
1	2	257	netdev://[00:00:00:00:00:04]	OutNacks	0	0	0	0
1	2	257	netdev://[00:00:00:00:00:04]	InSatisfiedInterests	7.2	0	9	0
1	2	257	netdev://[00:00:00:00:00:04]	InTimedOutInterests	0	0	0	0
1	2	257	netdev://[00:00:00:00:00:04]	OutSatisfiedInterests	7.2	0	9	0
1	2	257	netdev://[00:00:00:00:00:04]	OutTimedOutInterests	0	0	0	0
1	2	258	netdev://[00:00:00:00:00:05]	InInterests	0	0	0	0
1	2	258	netdev://[00:00:00:00:00:05]	OutInterests	8	0.203125	10	0.253906
1	2	258	netdev://[00:00:00:00:00:05]	InData	0	0	0	0
1	2	258	netdev://[00:00:00:00:00:05]	OutData	0	0	0	0
1	2	258	netdev://[00:00:00:00:00:05]	InNacks	8	0.203125	10	0.253906
1	2	258	netdev://[00:00:00:00:00:05]	OutNacks	0	0	0	0
1	2	258	netdev://[00:00:00:00:00:05]	InSatisfiedInterests	0	0	0	0
1	2	258	netdev://[00:00:00:00:00:05]	InTimedOutInterests	0	0	0	0
1	2	258	netdev://[00:00:00:00:00:05]	OutSatisfiedInterests	7.2	0	9	0
1	2	258	netdev://[00:00:00:00:00:05]	OutTimedOutInterests	0	0	0	0
1	2	259	netdev://[00:00:00:00:00:09]	InInterests	0	0	0	0
1	2	259	netdev://[00:00:00:00:00:09]	OutInterests	8	0.203125	10	0.253906
1	2	259	netdev://[00:00:00:00:00:09]	InData	7.2	7.425	9	9.28125
1	2	259	netdev://[00:00:00:00:00:09]	OutData	0	0	0	0
1	2	259	netdev://[00:00:00:00:00:09]	InNacks	0	0	0	0
1	2	259	netdev://[00:00:00:00:00:09]	OutNacks	0	0	0	0
1	2	259	netdev://[00:00:00:00:00:09]	InSatisfiedInterests	0	0	0	0
1	2	259	netdev://[00:00:00:00:00:09]	InTimedOutInterests	0	0	0	0
1	2	259	netdev://[00:00:00:00:00:09]	OutSatisfiedInterests	7.2	0	9	0
1	2	259	netdev://[00:00:00:00:00:09]	OutTimedOutInterests	0	0	0	0
1	2	260	internal://	InInterests	0	0	0	0
1	2	260	internal://	OutInterests	0	0	0	0
1	2	260	internal://	InData	0	0	0	0
1	2	260	internal://	OutData	0	0	0	0
1	2	260	internal://	InNacks	0	0	0	0
1	2	260	internal://	OutNacks	0	0	0	0
1	2	260	internal://	InSatisfiedInterests	1.6	0	2	0
1	2	260	internal://	InTimedOutInterests	0	0	0	0
1	2	260	internal://	OutSatisfiedInterests	0	0	0	0
1	2	260	internal://	OutTimedOutInterests	0	0	0	0
1	2	-1	all	SatisfiedInterests	8.8	0	11	0
1	2	-1	all	TimedOutInterests	0	0	0	0
1	3	1	internal://	InInterests	0	0	0	0
1	3	1	internal://	OutInterests	0	0	0	0
1	3	1	internal://	InData	0	0	0	0
1	3	1	internal://	OutData	0	0	0	0
1	3	1	internal://	InNacks	0	0	0	0
1	3	1	internal://	OutNacks	0	0	0	0
1	3	1	internal://	InSatisfiedInterests	0	0	0	0
1	3	1	internal://	InTimedOutInterests	0	0	0	0
1	3	1	internal://	OutSatisfiedInterests	1.6	0	2	0
1	3	1	internal://	OutTimedOutInterests	0	0	0	0
1	3	256	netdev://[00:00:00:00:00:06]	InInterests	8	0.203125	10	0.253906
1	3	256	netdev://[00:00:00:00:00:06]	OutInterests	0	0	0	0
1	3	256	netdev://[00:00:00:00:00:06]	InData	0	0	0	0
1	3	256	netdev://[00:00:00:00:00:06]	OutData	0	0	0	0
1	3	256	netdev://[00:00:00:00:00:06]	InNacks	0	0	0	0
1	3	256	netdev://[00:00:00:00:00:06]	OutNacks	8	0.203125	10	0.253906
1	3	256	netdev://[00:00:00:00:00:06]	InSatisfiedInterests	0	0	0	0
1	3	256	netdev://[00:00:00:00:00:06]	InTimedOutInterests	0	0	0	0
1	3	256	netdev://[00:00:00:00:00:06]	OutSatisfiedInterests	0	0	0	0
1	3	256	netdev://[00:00:00:00:00:06]	OutTimedOutInterests	0	0	0	0
1	3	257	netdev://[00:00:00:00:00:07]	InInterests	0	0	0	0
1	3	257	netdev://[00:00:00:00:00:07]	OutInterests	8	0.203125	10	0.253906
1	3	257	netdev://[00:00:00:00:00:07]	InData	0	0	0	0
1	3	257	netdev://[00:00:00:00:00:07]	OutData	0	0	0	0
1	3	257	netdev://[00:00:00:00:00:07]	InNacks	8	0.203125	10	0.253906
1	3	257	netdev://[00:00:00:00:00:07]	OutNacks	0	0	0	0
1	3	257	netdev://[00:00:00:00:00:07]	InSatisfiedInterests	0	0	0	0
1	3	257	netdev://[00:00:00:00:00:07]	InTimedOutInterests	0	0	0	0
1	3	257	netdev://[00:00:00:00:00:07]	OutSatisfiedInterests	0	0	0	0
1	3	257	netdev://[00:00:00:00:00:07]	OutTimedOutInterests	0	0	0	0
1	3	258	internal://	InInterests	0	0	0	0
1	3	258	internal://	OutInterests	0	0	0	0
1	3	258	internal://	InData	0	0	0	0
1	3	258	internal://	OutData	0	0	0	0
1	3	258	internal://	InNacks	0	0	0	0
1	3	258	internal://	OutNacks	0	0	0	0
1	3	258	internal://	InSatisfiedInterests	1.6	0	2	0
1	3	258	internal://	InTimedOutInterests	0	0	0	0
1	3	258	internal://	OutSatisfiedInterests	0	0	0	0
1	3	258	internal://	OutTimedOutInterests	0	0	0	0
1	3	-1	all	SatisfiedInterests	1.6	0	2	0
1	3	-1	all	TimedOutInterests	0	0	0	0
1	4	1	internal://	InInterests	0	0	0	0
1	4	1	internal://	OutInterests	0	0	0	0
1	4	1	internal://	InData	0	0	0	0
1	4	1	internal://	OutData	0	0	0	0
1	4	1	internal://	InNacks	0	0	0	0
1	4	1	internal://	OutNacks	0	0	0	0
1	4	1	internal://	InSatisfiedInterests	0	0	0	0
1	4	1	internal://	InTimedOutInterests	0	0	0	0
1	4	1	internal://	OutSatisfiedInterests	1.6	0	2	0
1	4	1	internal://	OutTimedOutInterests	0	0	0	0
1	4	256	netdev://[00:00:00:00:00:08]	InInterests	8	0.203125	10	0.253906
1	4	256	netdev://[00:00:00:00:00:08]	OutInterests	0	0	0	0
1	4	256	netdev://[00:00:00:00:00:08]	InData	0	0	0	0
1	4	256	netdev://[00:00:00:00:00:08]	OutData	0	0	0	0
1	4	256	netdev://[00:00:00:00:00:08]	InNacks	0	0	0	0
1	4	256	netdev://[00:00:00:00:00:08]	OutNacks	8	0.203125	10	0.253906
1	4	256	netdev://[00:00:00:00:00:08]	InSatisfiedInterests	0	0	0	0
1	4	256	netdev://[00:00:00:00:00:08]	InTimedOutInterests	0	0	0	0
1	4	256	netdev://[00:00:00:00:00:08]	OutSatisfiedInterests	0	0	0	0
1	4	256	netdev://[00:00:00:00:00:08]	OutTimedOutInterests	0	0	0	0
1	4	257	netdev://[00:00:00:00:00:0b]	InInterests	8	0.203125	10	0.253906
1	4	257	netdev://[00:00:00:00:00:0b]	OutInterests	8	0.203125	10	0.253906
1	4	257	netdev://[00:00:00:00:00:0b]	InData	0	0	0	0
1	4	257	netdev://[00:00:00:00:00:0b]	OutData	0	0	0	0
1	4	257	netdev://[00:00:00:00:00:0b]	InNacks	8	0.203125	10	0.253906
1	4	257	netdev://[00:00:00:00:00:0b]	OutNacks	8	0.203125	10	0.253906
1	4	257	netdev://[00:00:00:00:00:0b]	InSatisfiedInterests	0	0	0	0
1	4	257	netdev://[00:00:00:00:00:0b]	InTimedOutInterests	0	0	0	0
1	4	257	netdev://[00:00:00:00:00:0b]	OutSatisfiedInterests	0	0	0	0
1	4	257	netdev://[00:00:00:00:00:0b]	OutTimedOutInterests	0	0	0	0
1	4	258	internal://	InInterests	0	0	0	0
1	4	258	internal://	OutInterests	0	0	0	0
1	4	258	internal://	InData	0	0	0	0
1	4	258	internal://	OutData	0	0	0	0
1	4	258	internal://	InNacks	0	0	0	0
1	4	258	internal://	OutNacks	0	0	0	0
1	4	258	internal://	InSatisfiedInterests	1.6	0	2	0
1	4	258	internal://	InTimedOutInterests	0	0	0	0
1	4	258	internal://	OutSatisfiedInterests	0	0	0	0
1	4	258	internal://	OutTimedOutInterests	0	0	0	0
1	4	-1	all	SatisfiedInterests	1.6	0	2	0
1	4	-1	all	TimedOutInterests	0	0	0	0
1	5	1	internal://	InInterests	0	0	0	0
1	5	1	internal://	OutInterests	0	0	0	0
1	5	1	internal://	InData	0	0	0	0
1	5	1	internal://	OutData	0	0	0	0
1	5	1	internal://	InNacks	0	0	0	0
1	5	1	internal://	OutNacks	0	0	0	0
1	5	1	internal://	InSatisfiedInterests	0	0	0	0
1	5	1	internal://	InTimedOutInterests	0	0	0	0
1	5	1	internal://	OutSatisfiedInterests	1.6	0	2	0
1	5	1	internal://	OutTimedOutInterests	0	0	0	0
1	5	256	netdev://[00:00:00:00:00:0a]	InInterests	8	0.203125	10	0.253906
1	5	256	netdev://[00:00:00:00:00:0a]	OutInterests	0	0	0	0
1	5	256	netdev://[00:00:00:00:00:0a]	InData	0	0	0	0
1	5	256	netdev://[00:00:00:00:00:0a]	OutData	7.2	7.425	9	9.28125
1	5	256	netdev://[00:00:00:00:00:0a]	InNacks	0	0	0	0
1	5	256	netdev://[00:00:00:00:00:0a]	OutNacks	0	0	0	0
1	5	256	netdev://[00:00:00:00:00:0a]	InSatisfiedInterests	7.2	0	9	0
1	5	256	netdev://[00:00:00:00:00:0a]	InTimedOutInterests	0	0	0	0
1	5	256	netdev://[00:00:00:00:00:0a]	OutSatisfiedInterests	0	0	0	0
1	5	256	netdev://[00:00:00:00:00:0a]	OutTimedOutInterests	0	0	0	0
1	5	257	netdev://[00:00:00:00:00:0d]	InInterests	0	0	0	0
1	5	257	netdev://[00:00:00:00:00:0d]	OutInterests	8	0.203125	10	0.253906
1	5	257	netdev://[00:00:00:00:00:0d]	InData	7.2	7.425	9	9.28125
1	5	257	netdev://[00:00:00:00:00:0d]	OutData	0	0	0	0
1	5	257	netdev://[00:00:00:00:00:0d]	InNacks	0	0	0	0
1	5	257	netdev://[00:00:00:00:00:0d]	OutNacks	0	0	0	0
1	5	257	netdev://[00:00:00:00:00:0d]	InSatisfiedInterests	0	0	0	0
1	5	257	netdev://[00:00:00:00:00:0d]	InTimedOutInterests	0	0	0	0
1	5	257	netdev://[00:00:00:00:00:0d]	OutSatisfiedInterests	7.2	0	9	0
1	5	257	netdev://[00:00:00:00:00:0d]	OutTimedOutInterests	0	0	0	0
1	5	258	internal://	InInterests	0	0	0	0
1	5	258	internal://	OutInterests	0	0	0	0
1	5	258	internal://	InData	0	0	0	0
1	5	258	internal://	OutData	0	0	0	0
1	5	258	internal://	InNacks	0	0	0	0
1	5	258	internal://	OutNacks	0	0	0	0
1	5	258	internal://	InSatisfiedInterests	1.6	0	2	0
1	5	258	internal://	InTimedOutInterests	0	0	0	0
1	5	258	internal://	OutSatisfiedInterests	0	0	0	0
1	5	258	internal://	OutTimedOutInterests	0	0	0	0
1	5	-1	all	SatisfiedInterests	8.8	0	11	0
1	5	-1	all	TimedOutInterests	0	0	0	0
1	6	1	internal://	InInterests	0	0	0	0
1	6	1	internal://	OutInterests	0	0	0	0
1	6	1	internal://	InData	0	0	0	0
1	6	1	internal://	OutData	0	0	0	0
1	6	1	internal://	InNacks	0	0	0	0
1	6	1	internal://	OutNacks	0	0	0	0
1	6	1	internal://	InSatisfiedInterests	0	0	0	0
1	6	1	internal://	InTimedOutInterests	0	0	0	0
1	6	1	internal://	OutSatisfiedInterests	1.6	0	2	0
1	6	1	internal://	OutTimedOutInterests	0	0	0	0
1	6	256	netdev://[00:00:00:00:00:0c]	InInterests	8	0.203125	10	0.253906
1	6	256	netdev://[00:00:00:00:00:0c]	OutInterests	8	0.203125	10	0.253906
1	6	256	netdev://[00:00:00:00:00:0c]	InData	0	0	0	0
1	6	256	netdev://[00:00:00:00:00:0c]	OutData	0	0	0	0
1	6	256	netdev://[00:00:00:00:00:0c]	InNacks	8	0.203125	10	0.253906
1	6	256	netdev://[00:00:00:00:00:0c]	OutNacks	8	0.203125	10	0.253906
1	6	256	netdev://[00:00:00:00:00:0c]	InSatisfiedInterests	0	0	0	0
1	6	256	netdev://[00:00:00:00:00:0c]	InTimedOutInterests	0	0	0	0
1	6	256	netdev://[00:00:00:00:00:0c]	OutSatisfiedInterests	8	0	10	0
1	6	256	netdev://[00:00:00:00:00:0c]	OutTimedOutInterests	0	0	0	0
1	6	257	netdev://[00:00:00:00:00:0e]	InInterests	8	0.203125	10	0.253906
1	6	257	netdev://[00:00:00:00:00:0e]	OutInterests	0	0	0	0
1	6	257	netdev://[00:00:00:00:00:0e]	InData	0	0	0	0
1	6	257	netdev://[00:00:00:00:00:0e]	OutData	8	8.25	10	10.3125
1	6	257	netdev://[00:00:00:00:00:0e]	InNacks	0	0	0	0
1	6	257	netdev://[00:00:00:00:00:0e]	OutNacks	0	0	0	0
1	6	257	netdev://[00:00:00:00:00:0e]	InSatisfiedInterests	8	0	10	0
1	6	257	netdev://[00:00:00:00:00:0e]	InTimedOutInterests	0	0	0	0
1	6	257	netdev://[00:00:00:00:00:0e]	OutSatisfiedInterests	0	0	0	0
1	6	257	netdev://[00:00:00:00:00:0e]	OutTimedOutInterests	0	0	0	0
1	6	258	netdev://[00:00:00:00:00:0f]	InInterests	0	0	0	0
1	6	258	netdev://[00:00:00:00:00:0f]	OutInterests	8	0.203125	10	0.253906
1	6	258	netdev://[00:00:00:00:00:0f]	InData	8	8.25	10	10.3125
1	6	258	netdev://[00:00:00:00:00:0f]	OutData	0	0	0	0
1	6	258	netdev://[00:00:00:00:00:0f]	InNacks	0	0	0	0
1	6	258	netdev://[00:00:00:00:00:0f]	OutNacks	0	0	0	0
1	6	258	netdev://[00:00:00:00:00:0f]	InSatisfiedInterests	0	0	0	0
1	6	258	netdev://[00:00:00:00:00:0f]	InTimedOutInterests	0	0	0	0
1	6	258	netdev://[00:00:00:00:00:0f]	OutSatisfiedInterests	8	0	10	0
1	6	258	netdev://[00:00:00:00:00:0f]	OutTimedOutInterests	0	0	0	0
1	6	259	internal://	InInterests	0	0	0	0
1	6	259	internal://	OutInterests	0	0	0	0
1	6	259	internal://	InData	0	0	0	0
1	6	259	internal://	OutData	0	0	0	0
1	6	259	internal://	InNacks	0	0	0	0
1	6	259	internal://	OutNacks	0	0	0	0
1	6	259	internal://	InSatisfiedInterests	1.6	0	2	0
1	6	259	internal://	InTimedOutInterests	0	0	0	0
1	6	259	internal://	OutSatisfiedInterests	0	0	0	0
1	6	259	internal://	OutTimedOutInterests	0	0	0	0
1	6	-1	all	SatisfiedInterests	9.6	0	12	0
1	6	-1	all	TimedOutInterests	0	0	0	0
1	7	1	internal://	InInterests	0	0	0	0
1	7	1	internal://	OutInterests	0	0	0	0
1	7	1	internal://	InData	0	0	0	0
1	7	1	internal://	OutData	0	0	0	0
1	7	1	internal://	InNacks	0	0	0	0
1	7	1	internal://	OutNacks	0	0	0	0
1	7	1	internal://	InSatisfiedInterests	0	0	0	0
1	7	1	internal://	InTimedOutInterests	0	0	0	0
1	7	1	internal://	OutSatisfiedInterests	1.6	0	2	0
1	7	1	internal://	OutTimedOutInterests	0	0	0	0
1	7	256	netdev://[00:00:00:00:00:10]	InInterests	8	0.203125	10	0.253906
1	7	256	netdev://[00:00:00:00:00:10]	OutInterests	0	0	0	0
1	7	256	netdev://[00:00:00:00:00:10]	InData	0	0	0	0
1	7	256	netdev://[00:00:00:00:00:10]	OutData	8	8.25	10	10.3125
1	7	256	netdev://[00:00:00:00:00:10]	InNacks	0	0	0	0
1	7	256	netdev://[00:00:00:00:00:10]	OutNacks	0	0	0	0
1	7	256	netdev://[00:00:00:00:00:10]	InSatisfiedInterests	8	0	10	0
1	7	256	netdev://[00:00:00:00:00:10]	InTimedOutInterests	0	0	0	0
1	7	256	netdev://[00:00:00:00:00:10]	OutSatisfiedInterests	0	0	0	0
1	7	256	netdev://[00:00:00:00:00:10]	OutTimedOutInterests	0	0	0	0
1	7	257	netdev://[00:00:00:00:00:11]	InInterests	0	0	0	0
1	7	257	netdev://[00:00:00:00:00:11]	OutInterests	8	0.203125	10	0.253906
1	7	257	netdev://[00:00:00:00:00:11]	InData	8	8.25	10	10.3125
1	7	257	netdev://[00:00:00:00:00:11]	OutData	0	0	0	0
1	7	257	netdev://[00:00:00:00:00:11]	InNacks	0	0	0	0
1	7	257	netdev://[00:00:00:00:00:11]	OutNacks	0	0	0	0
1	7	257	netdev://[00:00:00:00:00:11]	InSatisfiedInterests	0	0	0	0
1	7	257	netdev://[00:00:00:00:00:11]	InTimedOutInterests	0	0	0	0
1	7	257	netdev://[00:00:00:00:00:11]	OutSatisfiedInterests	8	0	10	0
1	7	257	netdev://[00:00:00:00:00:11]	OutTimedOutInterests	0	0	0	0
1	7	258	netdev://[00:00:00:00:00:13]	InInterests	0	0	0	0
1	7	258	netdev://[00:00:00:00:00:13]	OutInterests	8	0.203125	10	0.253906
1	7	258	netdev://[00:00:00:00:00:13]	InData	8	8.25	10	10.3125
1	7	258	netdev://[00:00:00:00:00:13]	OutData	0	0	0	0
1	7	258	netdev://[00:00:00:00:00:13]	InNacks	0	0	0	0
1	7	258	netdev://[00:00:00:00:00:13]	OutNacks	0	0	0	0
1	7	258	netdev://[00:00:00:00:00:13]	InSatisfiedInterests	0	0	0	0
1	7	258	netdev://[00:00:00:00:00:13]	InTimedOutInterests	0	0	0	0
1	7	258	netdev://[00:00:00:00:00:13]	OutSatisfiedInterests	16	0	20	0
1	7	258	netdev://[00:00:00:00:00:13]	OutTimedOutInterests	0	0	0	0
1	7	259	internal://	InInterests	0	0	0	0
1	7	259	internal://	OutInterests	0	0	0	0
1	7	259	internal://	InData	0	0	0	0
1	7	259	internal://	OutData	0	0	0	0
1	7	259	internal://	InNacks	0	0	0	0
1	7	259	internal://	OutNacks	0	0	0	0
1	7	259	internal://	InSatisfiedInterests	1.6	0	2	0
1	7	259	internal://	InTimedOutInterests	0	0	0	0
1	7	259	internal://	OutSatisfiedInterests	0	0	0	0
1	7	259	internal://	OutTimedOutInterests	0	0	0	0
1	7	-1	all	SatisfiedInterests	17.6	0	22	0
1	7	-1	all	TimedOutInterests	0	0	0	0
1	8	1	internal://	InInterests	0	0	0	0
1	8	1	internal://	OutInterests	0	0	0	0
1	8	1	internal://	InData	0	0	0	0
1	8	1	internal://	OutData	0	0	0	0
1	8	1	internal://	InNacks	0	0	0	0
1	8	1	internal://	OutNacks	0	0	0	0
1	8	1	internal://	InSatisfiedInterests	0	0	0	0
1	8	1	internal://	InTimedOutInterests	0	0	0	0
1	8	1	internal://	OutSatisfiedInterests	1.6	0	2	0
1	8	1	internal://	OutTimedOutInterests	0	0	0	0
1	8	256	netdev://[00:00:00:00:00:12]	InInterests	8	0.203125	10	0.253906
1	8	256	netdev://[00:00:00:00:00:12]	OutInterests	0	0	0	0
1	8	256	netdev://[00:00:00:00:00:12]	InData	0	0	0	0
1	8	256	netdev://[00:00:00:00:00:12]	OutData	8	8.25	10	10.3125
1	8	256	netdev://[00:00:00:00:00:12]	InNacks	0	0	0	0
1	8	256	netdev://[00:00:00:00:00:12]	OutNacks	0	0	0	0
1	8	256	netdev://[00:00:00:00:00:12]	InSatisfiedInterests	8	0	10	0
1	8	256	netdev://[00:00:00:00:00:12]	InTimedOutInterests	0	0	0	0
1	8	256	netdev://[00:00:00:00:00:12]	OutSatisfiedInterests	0	0	0	0
1	8	256	netdev://[00:00:00:00:00:12]	OutTimedOutInterests	0	0	0	0
1	8	257	internal://	InInterests	0	0	0	0
1	8	257	internal://	OutInterests	0	0	0	0
1	8	257	internal://	InData	0	0	0	0
1	8	257	internal://	OutData	0	0	0	0
1	8	257	internal://	InNacks	0	0	0	0
1	8	257	internal://	OutNacks	0	0	0	0
1	8	257	internal://	InSatisfiedInterests	1.6	0	2	0
1	8	257	internal://	InTimedOutInterests	0	0	0	0
1	8	257	internal://	OutSatisfiedInterests	0	0	0	0
1	8	257	internal://	OutTimedOutInterests	0	0	0	0
1	8	258	appFace://	InInterests	0	0	0	0
1	8	258	appFace://	OutInterests	8	0.203125	10	0.253906
1	8	258	appFace://	InData	8	8.25	10	10.3125
1	8	258	appFace://	OutData	0	0	0	0
1	8	258	appFace://	InNacks	0	0	0	0
1	8	258	appFace://	OutNacks	0	0	0	0
1	8	258	appFace://	InSatisfiedInterests	0	0	0	0
1	8	258	appFace://	InTimedOutInterests	0	0	0	0
1	8	258	appFace://	OutSatisfiedInterests	8	0	10	0
1	8	258	appFace://	OutTimedOutInterests	0	0	0	0
1	8	-1	all	SatisfiedInterests	10.4	0	13	0
1	8	-1	all	TimedOutInterests	0	0	0	0
1	9	1	internal://	InInterests	0	0	0	0
1	9	1	internal://	OutInterests	0	0	0	0
1	9	1	internal://	InData	0	0	0	0
1	9	1	internal://	OutData	0	0	0	0
1	9	1	internal://	InNacks	0	0	0	0
1	9	1	internal://	OutNacks	0	0	0	0
1	9	1	internal://	InSatisfiedInterests	0	0	0	0
